nombre_material,masa_molar,electrones_desapareados,susceptibilidad,temperatura_curie,conductividad,clase_magnetica
Ferro_689,58.382062045681465,3,723.578423179427,358.7123904441197,981364.5601626964,ferromagnetico
Ferro_94,57.92936521790983,5,265.92392764196336,696.0597670456473,995407.3229772839,ferromagnetico
Ferro_872,61.094967402990555,4,327.0306520341677,732.9432646721139,1171915.4012792588,ferromagnetico
Ferro_839,51.83820571738284,3,550.5885809244749,619.006019537162,1018451.20300384,ferromagnetico
Ferro_502,51.4607970479805,5,438.63476966921263,568.7017294973192,1219914.907026314,ferromagnetico
Ferro_922,53.09591153485633,5,407.5357750536814,290.08543510459975,1177109.3724490122,ferromagnetico
Ferro_634,53.900017481840685,2,533.2639810799432,846.5737537987025,850983.529775683,ferromagnetico
Ferro_684,56.18114996453818,6,671.5065124389632,552.9448039685534,919370.855356369,ferromagnetico
Ferro_814,53.70177997695672,4,739.1904381086597,762.0678889259042,1026300.8449241585,ferromagnetico
Ferro_50,54.74003721507862,5,900.8495049576948,984.483149389748,1287926.0335357552,ferromagnetico
Ferro_660,59.517644696365295,5,622.860968276162,421.0066652526015,971007.1969197546,ferromagnetico
Ferro_474,57.8366565054518,6,265.5682228942099,417.6584605519046,726782.169382185,ferromagnetico
Ferro_855,57.69800842433226,4,267.99215825975017,659.1771770497234,1114920.877794202,ferromagnetico
Ferro_62,55.882282631373116,5,636.2992175752102,445.9930367696199,998592.9785854064,ferromagnetico
Ferro_284,53.07022551367134,5,402.55148827144035,894.6055012703846,1158328.4408221256,ferromagnetico
Ferro_946,35.93386535436334,4,870.7360249923856,510.1040968768224,1002839.9942759526,ferromagnetico
Ferro_86,57.37773939023266,3,287.58391117311436,587.2238874710519,1163615.8951669529,ferromagnetico
Ferro_603,54.60910568600514,4,341.96117086612213,898.4801743448497,1099178.9155880904,ferromagnetico
Ferro_468,43.31426406190701,5,739.0449381513004,947.0171067609762,1110597.374209004,ferromagnetico
Ferro_522,56.221873476619216,3,655.8468742651669,531.4802070655389,902076.7231504803,ferromagnetico
Ferro_939,54.14530517539938,5,525.211831673337,516.3356675744561,778132.7057346446,ferromagnetico
Ferro_280,58.058919818194454,4,852.0363159439945,433.7311866029176,872911.8389974849,ferromagnetico
Ferro_16,45.43797653722763,4,236.22830611529378,520.1223334806095,954600.8898030595,ferromagnetico
Ferro_820,41.75515226904794,3,555.7155094499064,729.9502527794272,847415.2484056707,ferromagnetico
Ferro_295,58.6765826729844,5,1003.1576953453285,509.2178743540039,907533.3239524527,ferromagnetico
Ferro_243,55.70705600240566,4,674.5099471294847,347.19489661373063,996219.1441683585,ferromagnetico
Ferro_216,64.56434301050564,4,167.52625778636414,289.6339343875321,977253.0767051011,ferromagnetico
Ferro_496,60.68598838047948,3,912.1939541144584,785.2761731261894,1113238.9206047389,ferromagnetico
Ferro_536,58.96092071337709,4,706.892470966383,282.1269494887781,1212956.6389753248,ferromagnetico
Ferro_518,54.789433416376426,4,972.6668781484897,930.0083828900517,1011078.6135765832,ferromagnetico
Ferro_489,66.37750576727906,5,467.5683603555552,820.854689409235,1223689.0208891525,ferromagnetico
Ferro_887,50.65038557723874,5,415.07961592441677,742.1424877380266,1077484.6233067901,ferromagnetico
Ferro_415,65.66344709112157,4,133.08894317615614,603.2307724009294,1016271.4544688339,ferromagnetico
Ferro_375,50.729771911813515,3,309.1197171048486,578.1630275807014,937312.7024019978,ferromagnetico
Ferro_804,59.156601874276724,4,674.0018837850516,423.41539838476183,1068041.0882548231,ferromagnetico
Ferro_329,66.81814449376445,4,149.80511140602215,497.9999126650792,1280695.172595452,ferromagnetico
Ferro_752,48.937490168048804,5,272.58357120736656,843.5799687765709,1082867.4574344815,ferromagnetico
Ferro_909,59.21350885513415,6,446.1705904568008,262.350978533716,1037627.1246067605,ferromagnetico
Ferro_394,51.26135121330478,3,727.3228760216141,626.9261738927289,1021311.306919161,ferromagnetico
Ferro_223,64.18626016433211,5,631.8887396679644,983.8036304384337,1128271.9878231261,ferromagnetico
Ferro_335,61.17250681623917,5,876.5497234758419,827.5623353348632,1110971.4440053524,ferromagnetico
Ferro_746,57.254013698533,5,898.6272399356372,294.8376951869779,1179032.8770557595,ferromagnetico
Ferro_523,56.12150599975775,3,694.858373685535,665.9864146379318,1038124.9722075929,ferromagnetico
Ferro_223,61.63193841840788,6,286.5864106377409,448.02147327325804,1009796.2416312422,ferromagnetico
Ferro_400,49.400133980897515,4,888.5367132015591,995.7592668289125,938901.9648137696,ferromagnetico
Ferro_946,44.41985317669407,3,992.0797128223878,513.0616166123324,1083930.4836463174,ferromagnetico
Ferro_83,51.717512955247045,5,474.5313696606801,687.4726816987951,927846.1019487681,ferromagnetico
Ferro_891,59.584942502574144,5,293.4131986836169,720.8298671824236,1143887.7299315373,ferromagnetico
Ferro_59,55.52589502972828,5,883.7874579146264,795.8864113359202,1113522.6911775875,ferromagnetico
Ferro_152,52.35862405580475,5,583.9199971489863,737.9523747736495,977417.2228329829,ferromagnetico
Ferro_583,46.01397472079582,4,561.2424151919322,534.8100112838947,979692.3068750977,ferromagnetico
Ferro_400,55.343317651443336,4,68.6743509601532,538.7134679058942,955519.4629138003,ferromagnetico
Ferro_744,53.34612439899003,4,195.65817335577228,735.8450205381423,1030255.8976017995,ferromagnetico
Ferro_304,53.52786391315289,5,605.0972900906569,988.2252497990072,1048562.6240034658,ferromagnetico
Ferro_83,58.334297695267644,6,513.5084432189731,818.2069749610122,977448.9081113257,ferromagnetico
Ferro_300,47.01221237027269,6,541.7281358454574,618.1935327386021,920767.3736710855,ferromagnetico
Ferro_58,51.378155559689056,4,134.46408852258824,522.9288199422716,1049563.7975732908,ferromagnetico
Ferro_403,64.31517329237194,5,891.8596906852706,673.3458102951583,964034.5223569795,ferromagnetico
Ferro_865,60.255736388691446,4,377.8639654798633,772.2303036546634,1097347.559816626,ferromagnetico
Ferro_519,62.902751446381615,3,676.7823094872674,498.45933062641564,941430.5256923405,ferromagnetico
Ferro_501,58.01443340669093,2,641.2997607292125,429.06363297703086,1043789.5753997014,ferromagnetico
Ferro_448,47.09913790981149,5,922.2722344297687,340.8242802815163,924287.6945337685,ferromagnetico
Ferro_777,52.08131169455972,7,912.7776204591628,426.20587852104114,742353.3254816612,ferromagnetico
Ferro_203,65.37032799537377,4,858.5873499110827,453.4016242277718,931500.294591782,ferromagnetico
Ferro_641,51.77954133705569,5,286.70645453385026,492.92179054315,1045926.7012317674,ferromagnetico
Ferro_250,46.00024630844994,5,440.9860070732858,881.3773413218162,1043224.3964105922,ferromagnetico
Ferro_745,53.143481092895634,5,214.2200850761481,460.18198297207334,1040770.9937558258,ferromagnetico
Ferro_302,50.81062372684607,5,973.7834187774146,497.26678859525686,997063.8705688565,ferromagnetico
Ferro_68,49.11818144519235,5,350.1725751047989,896.2903762529282,968887.9466289183,ferromagnetico
Ferro_101,55.325591285345325,3,850.5090016451476,629.6888007254341,993156.9107723975,ferromagnetico
Ferro_821,52.460210842512055,6,658.652185718781,652.569254028961,971368.846219471,ferromagnetico
Ferro_101,64.44814684964233,4,679.0266324812386,653.695042533889,1079111.8189182421,ferromagnetico
Ferro_453,47.45785438628006,2,577.1469370293114,829.8102569954954,1164489.0447134166,ferromagnetico
Ferro_335,64.02227177315822,5,312.99492456567384,392.56443769563026,824312.2428388027,ferromagnetico
Ferro_563,58.3515598373004,7,212.47774528661148,814.6768531080186,999304.1778820212,ferromagnetico
Ferro_262,58.107123516975655,5,553.1025968719398,709.5900491717915,1134857.0994633862,ferromagnetico
Ferro_384,49.245055701269266,5,707.3244921648612,814.3044021780336,1095839.1177046516,ferromagnetico
Ferro_151,49.28445552933824,4,828.5672663092104,574.7592996460425,950785.5581201602,ferromagnetico
Ferro_675,49.74517078354586,4,863.2868063751521,579.862610944825,945303.8953230786,ferromagnetico
Ferro_454,45.80517645379205,5,448.9462297435474,1092.0585283189396,991254.419791758,ferromagnetico
Ferro_834,38.60145662242348,6,626.0022339667005,542.6548308826588,1077777.161163616,ferromagnetico
Ferro_675,46.37060494122163,3,284.9274294185008,655.6379798336075,922245.3741758389,ferromagnetico
Ferro_229,66.5604949600094,4,221.30621603478414,278.1533022586414,866237.5817637686,ferromagnetico
Ferro_115,55.91175086104975,4,979.3723258093491,404.74731193124427,913787.0880015871,ferromagnetico
Ferro_632,41.537148747696975,4,730.0553566370081,396.768967552313,950741.4860920549,ferromagnetico
Ferro_459,62.541126263937684,5,97.75002647962884,517.3953872603871,849398.8989389858,ferromagnetico
Ferro_179,55.62247625794117,5,655.4851707388566,475.64343449185685,1145294.2492105798,ferromagnetico
Ferro_157,60.435466295023474,5,368.52503309563593,391.9930992703351,981691.8618776368,ferromagnetico
Ferro_787,58.9911640870567,4,467.8043325919453,704.325676481815,1041207.579860746,ferromagnetico
Ferro_916,56.9602632756366,5,910.661655544336,629.0846526616658,896700.7694962196,ferromagnetico
Ferro_389,51.2095955980283,6,207.09722834112384,512.1688031831175,892838.6461222322,ferromagnetico
Ferro_982,57.39547863815522,4,189.31085891510548,772.7166214128553,954201.112090224,ferromagnetico
Ferro_614,48.67770792301703,4,673.662990105363,927.8171916792539,1178800.7737512626,ferromagnetico
Ferro_482,45.519918212792085,3,873.3400200762833,337.44762273094926,773931.2109379089,ferromagnetico
Ferro_245,61.82420145427849,4,675.8838489801045,542.6834947482079,1099665.78346136,ferromagnetico
Ferro_496,45.81665213107579,7,859.0339769315816,368.63661488193435,1060732.925162904,ferromagnetico
Ferro_743,61.52522024233388,4,993.9499857294517,404.5680499299283,914074.499036349,ferromagnetico
Ferro_241,60.81359016252297,4,702.4061991592162,760.933980218705,954228.2533340747,ferromagnetico
Ferro_466,51.70725745213333,6,213.53029344127756,229.9774189195105,1033901.2878147684,ferromagnetico
Ferro_435,57.340698904978744,6,305.21139610726857,513.5716789434405,1145938.4376890387,ferromagnetico
Ferro_961,47.545429963976176,5,388.2760045856983,348.2503299214213,1047337.4819319987,ferromagnetico
Ferro_911,56.78605514463113,6,233.38284905476746,449.02649210681557,767705.9022884564,ferromagnetico
Ferro_123,48.1085193493753,5,702.9765898235743,599.9476532008007,1090799.9233712398,ferromagnetico
Ferro_942,60.74166062699985,4,530.4422334749692,872.1734462057501,928808.3435191632,ferromagnetico
Ferro_597,54.10857671988808,6,206.90558846632425,733.0608192399606,932732.3824021077,ferromagnetico
Ferro_420,46.99764197509253,7,426.6632946185504,935.6444465217292,1172732.0632408217,ferromagnetico
Ferro_110,51.72285582155902,5,918.3154744516767,504.08719329716575,896177.222802208,ferromagnetico
Ferro_404,62.96318779039401,6,308.1127844698582,664.1770266239557,783104.3116720672,ferromagnetico
Ferro_754,58.83833016229008,3,447.02849568620036,723.9340753153596,1092779.0073680792,ferromagnetico
Ferro_821,45.17065163713069,6,820.6638847312354,604.0862996544712,955571.0748420685,ferromagnetico
Ferro_335,55.11997750092134,4,617.7701534552513,682.8005800816177,1107982.3928612445,ferromagnetico
Ferro_313,62.6301247470247,5,528.4372545881095,522.1822086146091,906883.1513545437,ferromagnetico
Ferro_627,62.01942113001319,4,656.2500680881942,668.5762170352219,925404.1686160449,ferromagnetico
Ferro_137,48.620210629517146,3,402.4243445123619,881.7506336255367,1016734.4560789475,ferromagnetico
Ferro_73,56.96868956347509,4,918.1316401664815,925.8782284807506,896575.3311519931,ferromagnetico
Ferro_724,55.57424396699019,4,314.9203551780002,504.69206305587267,1071543.726858062,ferromagnetico
Ferro_204,49.67929269396772,6,477.41082495613745,514.0495900867676,1062248.631367879,ferromagnetico
Ferro_202,50.78382677107149,5,939.5798638570335,458.5539749513558,997897.6554561814,ferromagnetico
Ferro_729,48.40967198863567,5,966.3499655637249,396.0092065717339,1014131.9457875555,ferromagnetico
Ferro_663,63.517001596466045,5,710.1549053357085,624.1700605088682,869596.9928543343,ferromagnetico
Ferro_513,51.702967640083294,6,353.04915517691285,839.0828877522797,779849.9542638726,ferromagnetico
Ferro_276,53.09152515860618,4,734.0771940615663,918.1858110093245,869211.4705431629,ferromagnetico
Ferro_57,62.51341935505982,4,413.03011726320636,547.0201857967583,901464.8666089359,ferromagnetico
Ferro_378,49.031481226539064,4,971.7102768532078,444.9037295048256,1125204.5085433724,ferromagnetico
Ferro_596,55.31282843004224,2,636.5978553473365,355.16281634323633,1295113.9117205665,ferromagnetico
Ferro_519,56.979321041076076,5,303.92591477544784,316.79107583665166,1034832.5753341941,ferromagnetico
Ferro_813,49.56479162956235,4,1035.5164688001296,952.2328257555482,997132.144649354,ferromagnetico
Ferro_195,58.4575023464261,5,145.29134179959038,923.985188452881,1102489.9374414787,ferromagnetico
Ferro_210,59.00094773398422,3,810.0352738421195,852.541008624506,977262.3936790347,ferromagnetico
Ferro_545,60.83603141423482,2,813.5013551938044,605.9937886517337,1069331.2824911901,ferromagnetico
Ferro_782,53.61740805371448,4,706.1282673217983,1028.0658627957077,923509.7732816098,ferromagnetico
Ferro_532,50.77483543929107,5,907.6013781216853,791.5204029171299,1025300.118142646,ferromagnetico
Ferro_250,42.090335257894445,4,173.0311296846113,585.1215914164524,1137961.4388619936,ferromagnetico
Ferro_269,52.69202499442214,5,889.1834475599314,817.651012091976,1054627.1722325217,ferromagnetico
Ferro_507,58.59393448586968,4,152.3412267292357,487.6688240995737,995944.7410007953,ferromagnetico
Ferro_820,48.46891017844589,3,782.7940501388317,750.3213919089812,978581.6661389022,ferromagnetico
Ferro_880,46.16012818487816,5,593.7675691746447,729.660016776166,1040373.1558782343,ferromagnetico
Ferro_200,55.526633775921,5,852.519521924539,701.2532438386474,774281.0583283255,ferromagnetico
Ferro_587,49.00485936799351,4,238.2947751143055,1019.5304597174703,1063949.325389358,ferromagnetico
Ferro_347,59.66559684459337,4,552.6879751997747,726.0459741204921,1114538.5622652443,ferromagnetico
Ferro_86,58.76388240233514,5,321.66760369281906,573.5660904585551,704115.5051819631,ferromagnetico
Ferro_431,63.19400438836514,4,554.8660705972605,832.4758758878362,1225520.983781769,ferromagnetico
Ferro_362,55.14813519579626,5,935.1214632791056,699.8469462800792,1037209.3752742445,ferromagnetico
Ferro_583,52.40822633768572,5,677.0552424412197,947.3898375033792,961235.4406107167,ferromagnetico
Ferro_430,53.52652533035179,4,456.5964875185668,584.7277883355116,1068202.7874903376,ferromagnetico
Ferro_736,46.55917450745916,4,832.7832333298178,710.9728604079705,1082619.6892340346,ferromagnetico
Ferro_909,59.3748197855498,5,760.9072852885438,339.7855693970774,1008696.0211857624,ferromagnetico
Ferro_418,50.97087987913631,4,453.7561433713991,813.7903776180261,941041.316249502,ferromagnetico
Ferro_106,61.53601794008789,4,774.5125813932439,633.0883278232106,930614.1799077147,ferromagnetico
Ferro_559,51.25424824072069,4,532.0572686614663,753.7444731236715,1012540.6717993155,ferromagnetico
Ferro_201,66.54111335417214,4,461.86629450901165,555.4814602351763,1081325.6056826282,ferromagnetico
Ferro_203,48.68369458708148,5,251.5321821202101,411.36162900499824,978346.8718017527,ferromagnetico
Ferro_362,48.21579707208934,3,898.5377779811508,377.6533433746049,1038470.7176297164,ferromagnetico
Ferro_200,59.13600858886917,5,464.151847195987,328.38204042172976,1318286.0094510303,ferromagnetico
Ferro_853,56.52789569505866,6,722.920735684017,503.31810469949767,1049804.3691561727,ferromagnetico
Ferro_835,55.893496419699744,3,292.6847179780001,606.3724831828455,1087651.3993246374,ferromagnetico
Ferro_760,59.19925022286999,4,882.0885901559298,862.5324715816034,1117541.2632770427,ferromagnetico
Ferro_245,45.611803472183794,4,190.71045659273148,948.0170145097775,1035807.9565006951,ferromagnetico
Ferro_747,60.60836039911277,4,507.6538656308304,775.1097903353652,869849.2605198926,ferromagnetico
Ferro_464,62.640399836929696,4,806.1321603343579,443.82580743883665,1103291.0282412989,ferromagnetico
Ferro_863,47.22876063692247,5,961.9785140237734,324.4656232261974,1200640.2398773066,ferromagnetico
Ferro_203,59.30060631121858,5,272.227033981657,343.4287614473434,1106061.167347272,ferromagnetico
Ferro_0,56.42214444553627,4,469.3665312331368,843.7169604172332,1024371.593037109,ferromagnetico
Ferro_972,59.030933656459844,5,369.6482881077588,824.2944245318646,987442.2779934683,ferromagnetico
Ferro_449,64.32424010798725,5,450.15644944342444,486.4589009640829,934097.5646102235,ferromagnetico
Ferro_806,55.56218077714156,3,927.3631459775643,800.3936054041712,709999.0048269077,ferromagnetico
Ferro_9,60.705298097983274,5,588.9644845852349,421.96059130470456,832908.1424567825,ferromagnetico
Ferro_58,53.19740885454556,5,524.4477037757574,724.7283727378045,938380.6305670302,ferromagnetico
Ferro_95,60.17238942807691,4,485.5611832871277,951.7054337534694,1084484.2848476241,ferromagnetico
Ferro_451,56.88679736770914,5,483.08219930572966,1004.3409711041429,988656.92219521,ferromagnetico
Ferro_217,59.08683176157203,5,254.5673870295509,471.39021001762706,977161.0204196556,ferromagnetico
Ferro_451,49.2582048315283,6,214.84099239333295,380.68170172489124,1032669.0756381413,ferromagnetico
Ferro_539,58.60922647980496,5,766.6029129756982,290.8475930995559,892035.5508949221,ferromagnetico
Ferro_897,63.91749921190741,3,516.1804815230879,788.7091312843685,897786.9511700205,ferromagnetico
Ferro_727,54.4762990908041,7,144.5555585249507,369.1861897538836,1066661.3769819573,ferromagnetico
Ferro_814,56.94641475198459,3,109.96537057729033,606.2255835034807,921255.2403424575,ferromagnetico
Ferro_181,56.17941937598784,6,491.5223871237956,469.84008116260253,981449.7223914552,ferromagnetico
Ferro_681,62.89469072302274,5,240.06424330548654,633.6254181113314,780700.1501607014,ferromagnetico
Ferro_527,67.22287723039,6,712.2829007025261,697.3515778141881,1054591.0032969208,ferromagnetico
Ferro_58,50.253718487593176,4,302.05604743948516,759.1267209826732,927819.6179857103,ferromagnetico
Ferro_601,67.18006958561769,5,863.6365321509967,473.4522216987312,1070871.95387282,ferromagnetico
Ferro_460,52.084113831873424,6,411.32356186983134,574.7284652905015,1006911.3084283136,ferromagnetico
Ferro_699,51.695650192018284,6,973.7494549413923,582.2454327944538,882636.2224219107,ferromagnetico
Ferro_121,59.36653702297069,5,341.3707038858246,736.1450899349911,938232.7982671796,ferromagnetico
Ferro_989,58.727540767667634,5,245.65808269207534,903.8359840949531,1010315.2040578112,ferromagnetico
Ferro_579,50.83609186493133,5,470.00550132236083,741.7654139070405,1043833.3261513275,ferromagnetico
Ferro_246,59.11385580235547,4,342.8930175077392,642.6946034792908,1115677.2479622792,ferromagnetico
Ferro_547,58.95907095693339,4,265.1708502892321,548.7450904895434,1093373.9093166492,ferromagnetico
Ferro_602,47.851760063861974,5,93.32086186575079,930.6873658635313,872903.9800021492,ferromagnetico
Ferro_834,70.07691829867666,4,929.850692002383,572.9063459570697,982927.6813695796,ferromagnetico
Ferro_979,51.554718036357656,4,984.9359479338145,361.3917627620094,1180272.6267100575,ferromagnetico
Ferro_823,54.32789317041781,7,753.688146811091,873.983780369455,1114753.4396110268,ferromagnetico
Ferro_873,59.077347711979066,4,340.36264246639627,719.2567374425538,876970.1072813068,ferromagnetico
Ferro_994,41.03359756397667,5,814.2372875416029,822.884018724475,1145534.5988561134,ferromagnetico
Ferro_834,44.8362991365672,4,613.6808656289205,647.0721376414842,1102240.3606559185,ferromagnetico
Ferro_679,48.163444488455646,3,395.627892725611,774.524461499913,1048512.4574715877,ferromagnetico
Ferro_305,47.428698182488326,4,972.8076144971669,611.5350612294523,848728.8535329815,ferromagnetico
Ferro_271,56.01508942094612,4,753.9986468482808,686.4349820541012,967344.7896392257,ferromagnetico
Ferro_435,51.55786041098684,6,747.7746887065285,418.56679160664174,1021798.8325698419,ferromagnetico
Ferro_422,56.025984043826945,4,746.7784227197268,508.29199035349745,981505.6605141708,ferromagnetico
Ferro_140,54.2270528201344,5,528.8786130844783,677.3836754085793,645210.8027294076,ferromagnetico
Ferro_451,54.66953340013794,4,853.1382027259822,482.21839511321974,1126426.6423989055,ferromagnetico
Ferro_888,73.34008953931435,3,512.7521814008857,390.2440479368408,1091511.0107305767,ferromagnetico
Ferro_513,63.81416595066672,5,839.2292604762506,646.9499154638032,965389.9906002362,ferromagnetico
Ferro_125,47.311766131431106,5,483.02217790452124,858.7599459781752,1015941.9845884871,ferromagnetico
Ferro_488,49.84158868336587,6,168.51143534555482,743.2281912297124,1205892.3315332863,ferromagnetico
Ferro_525,60.72198945813255,5,917.7949658169829,323.8281116839705,1003117.6831384917,ferromagnetico
Ferro_411,55.71447907005398,4,674.0978797019627,542.0777414395054,874067.4652646162,ferromagnetico
Ferro_344,63.59290555376347,6,245.4485395174897,712.2031955174075,901622.4017783286,ferromagnetico
Ferro_482,59.70731395894618,5,152.2717362033655,766.5385458368506,828107.8360096314,ferromagnetico
Ferro_507,50.73060374959968,3,961.6315272801538,327.9890270731528,1097275.036206331,ferromagnetico
Ferro_448,54.4484636009231,4,346.38325211735753,576.8992726867311,988791.0782685697,ferromagnetico
Ferro_799,54.235816857949985,6,393.8944065072323,933.2145913482785,846417.2246317181,ferromagnetico
Ferro_914,64.16700308080854,6,700.1641797004534,326.0175902107147,1014185.9058807885,ferromagnetico
Ferro_479,43.422564884174314,5,591.4625556443436,590.4992772917045,957969.8056051896,ferromagnetico
Ferro_318,37.9567790368978,5,683.3528191599383,699.618659570219,941224.8088575101,ferromagnetico
Ferro_72,55.89397224991985,5,911.0945286935121,940.8505435122436,1044845.6285314118,ferromagnetico
Ferro_679,64.30365216321228,4,927.083399957777,246.17266111847135,877760.0869013934,ferromagnetico
Ferro_572,52.52486131260226,4,712.3561055051485,336.79909265401574,986899.6973248742,ferromagnetico
Ferro_713,52.87233679328479,5,498.1970638674923,717.7765958612873,1029417.075236955,ferromagnetico
Ferro_889,59.36580195921869,5,949.2474520117602,532.0696066664684,763132.986737859,ferromagnetico
Ferro_108,45.73555831044957,5,902.8936428655999,919.9598231457899,1064468.6645157738,ferromagnetico
